asst_idx_z,lvstk_idx_z,prod_idx_z,hrv_value_z,LGhrv_value_z,exp_total_ap_z,LGnfe_rev_z,nfe_z,inc_rev_idxSD_z,fin_debt_idxSD_z,qsn,HF1,HF2,HF3
1.152564883232117,-.0510094724595547,-.1597639620304108,-.1090964302420616,-.9046199917793274,-.2344322353601456,-.4483767747879028,-.4639903008937836,-.8664258122444153,.0149604957550764,86,0,0,0
.3784741759300232,.2256995886564255,.3357228636741638,-.1090964302420616,-.9046199917793274,-.2344322353601456,1.688231229782104,2.153234720230103,.9815008044242859,.0149604957550764,90,0,0,0
-.5255427360534668,-.0510094724595547,-.4684080183506012,-.1090964302420616,-.9046199917793274,-.2344322353601456,1.192362546920776,2.153234720230103,.7887449860572815,-1.187828540802002,92,0,0,1
-.6868616938591003,-.621761679649353,-.4684080183506012,-.1090964302420616,-.9046199917793274,-.1537996828556061,-.4483767747879028,-.4639903008937836,-.2968564033508301,.0149604957550764,93,0,0,0
1.554584264755249,.3584833443164825,1.194952726364136,-.1090964302420616,-.9046199917793274,-.2344322353601456,-.4483767747879028,-.4639903008937836,-.8664258122444153,1.26224160194397,95,0,0,0
-.5255427360534668,.0698797702789307,-.4223712682723999,-.1090964302420616,-.9046199917793274,-.2344322353601456,-.4483767747879028,-.4639903008937836,-.8664258122444153,.0149604957550764,100,0,0,0
-.2318855822086334,1.358177304267883,-.1597639620304108,-.1090964302420616,-.9046199917793274,-.2344322353601456,1.819255232810974,2.153234720230103,1.032432913780212,1.308565020561218,101,1,1,0
.2537044286727905,.7607720494270325,1.169379949569702,-.1090964302420616,-.9046199917793274,-.2344322353601456,-.4483767747879028,-.4639903008937836,-.8664258122444153,1.358763098716736,112,0,0,0
-.5255427360534668,-.621761679649353,.117894783616066,-.1090964302420616,-.9046199917793274,.3138690888881683,-.4483767747879028,-.4639903008937836,.0693618133664131,.0149604957550764,141,0,0,0
.1377508491277695,1.161278247833252,.6014671325683594,-.1090964302420616,-.9046199917793274,-.2344322353601456,-.4483767747879028,-.4639903008937836,-.8664258122444153,1.29204797744751,143,0,0,0
-.6868616938591003,.3584833443164825,1.169379949569702,-.1090964302420616,-.9046199917793274,-.2344322353601456,1.586844205856323,2.153234720230103,.9420892596244812,1.075503349304199,144,0,0,0
-.6868616938591003,-.621761679649353,-.7636962532997131,-.1090964302420616,-.9046199917793274,-.2021792083978653,-.4483767747879028,-.4639903008937836,-.4609463512897491,.0149604957550764,145,0,0,0
.5613267421722412,1.901928067207336,-.8158313632011414,-.1090964302420616,-.9046199917793274,-.2344322353601456,1.192362546920776,2.153234720230103,.7887449860572815,.0149604957550764,146,0,0,0
1.63713264465332,.1840286701917648,.370226114988327,-.1090964302420616,-.9046199917793274,-.2344322353601456,-.4483767747879028,-.4639903008937836,-.8664258122444153,1.347985982894897,148,0,1,0
-.6868616938591003,-.1794857233762741,-.1597639620304108,-.1090964302420616,-.9046199917793274,-.1699261963367462,-.4483767747879028,-.4639903008937836,-.3379173278808594,.0149604957550764,152,0,0,0
